texto,tipo,sentimiento_general,estrellas,aspecto_comida,aspecto_servicio,aspecto_limpieza,aspecto_precio
"En el Hostal Sol Naciente, las tarifas resultaron justo. También, la atención del staff fue correcto. Además, todo se veía reluciente.",hotel,positivo,4,no_mencionado,neutral,positivo,positivo
"En el Hotel Illimani, los platillos fueron recién preparada y sabrosa. Asimismo, las tarifas resultaron muy accesible. Además, el personal fue muy atento. Además, todo se veía deficiente.",hotel,positivo,4,positivo,positivo,negativo,positivo
"En el Café Illimani, las tarifas resultaron promedio. También, la limpieza del lugar es aceptable. En cuanto al resto, el desayuno fue increíble. Además, el servicio fue indiferente.",restaurante,neutral,3,positivo,negativo,neutral,neutral
"En el Restaurante Fogón Criollo, el costo nos pareció sobrevalorado. Por otro lado, el aseo general fue normal. También, la atención del staff fue atento en todo momento.",restaurante,neutral,3,no_mencionado,positivo,neutral,negativo
"En el Hostal Sol Naciente, nos atendieron de forma normal. También, el costo nos pareció razonable.",hotel,positivo,4,no_mencionado,neutral,no_mencionado,positivo
"En la Cantina Altiplano, la relación precio-calidad es no vale lo que cuesta. También, el servicio fue muy demorado. Asimismo, el desayuno fue decepcionante.",restaurante,negativo,1,negativo,negativo,no_mencionado,negativo
"En el Hotel Los Pinos, los precios son más alto de lo que justifica la experiencia. Además, el personal fue aceptable. También, todo se veía aceptable.",hotel,negativo,2,no_mencionado,neutral,neutral,negativo
"En el Restaurante Fogón Criollo, las habitaciones estaban reluciente. Además, el personal fue estándar. Asimismo, los precios son justo.",restaurante,positivo,4,no_mencionado,neutral,positivo,positivo
"En el Restaurante Los Yungas, el aseo general fue adecuada. Por otro lado, el servicio fue excelente.",restaurante,positivo,4,no_mencionado,positivo,neutral,no_mencionado
"En el Restaurante Rincón Cochabambino, las tarifas resultaron muy caro. También, la comida estuvo aceptable. Asimismo, el personal fue rápido y amable.",restaurante,neutral,3,neutral,positivo,no_mencionado,negativo
"En la Parrilla del Valle, nos atendieron de forma excelente. Además, el desayuno fue de mala calidad. También, el aseo general fue aceptable. Asimismo, las tarifas resultaron razonable dentro del mercado.",restaurante,neutral,3,negativo,positivo,neutral,neutral
"En el Café Illimani, el costo nos pareció razonable. En cuanto al resto, la comida es correcta. Además, la limpieza del lugar es aceptable. Por otro lado, el personal fue excelente.",restaurante,positivo,4,neutral,positivo,neutral,positivo
"En el Restaurante Sabor Andino, el desayuno fue sin nada especial. Asimismo, el costo nos pareció muy caro.",restaurante,negativo,2,neutral,no_mencionado,no_mencionado,negativo
"En el Restaurante Los Yungas, la relación precio-calidad es promedio. Además, la comida estuvo sin nada especial. Por otro lado, el aseo general fue adecuada.",restaurante,neutral,3,neutral,no_mencionado,neutral,neutral
"En la Cantina Altiplano, la atención del staff fue descortés. También, el costo nos pareció económico para lo que ofrece.",restaurante,neutral,3,no_mencionado,negativo,no_mencionado,positivo
"En el Restaurante Los Yungas, la limpieza del lugar es muy limpio. Asimismo, el personal fue aceptable. Por otro lado, la comida estuvo normal. Asimismo, las tarifas resultaron no vale lo que cuesta.",restaurante,neutral,3,neutral,neutral,positivo,negativo
"En el Restaurante Los Yungas, los precios son similar al de la competencia. Además, el desayuno fue de mala calidad.",restaurante,negativo,2,negativo,no_mencionado,no_mencionado,neutral
"En el Hotel Real Audiencia, las tarifas resultaron excesivo. Además, el personal fue pésimo. Por otro lado, todo se veía descuidada.",hotel,negativo,1,no_mencionado,negativo,negativo,negativo
"En el Hotel Los Pinos, la comida es excelente. También, la relación precio-calidad es sobrevalorado. Por otro lado, todo se veía por debajo de lo esperado.",hotel,negativo,2,positivo,no_mencionado,negativo,negativo
"En el Restaurante Rincón Cochabambino, el personal fue deficiente. Además, el aseo general fue impecable. Además, las tarifas resultaron no vale lo que cuesta. En cuanto al resto, la comida estuvo muy grasosa.",restaurante,negativo,2,negativo,negativo,positivo,negativo
"En el Hotel Plaza Mayor, el costo nos pareció razonable dentro del mercado. Asimismo, la atención del staff fue deficiente. Además, el aseo general fue deficiente. Por otro lado, los platillos fueron aceptable.",hotel,negativo,2,neutral,negativo,negativo,neutral
"En el Hostal Kantuta, la comida estuvo sin nada especial. Asimismo, las habitaciones estaban aceptable. También, el servicio fue lento. También, los precios son justo.",hotel,neutral,3,neutral,negativo,neutral,positivo
"En el Hostal Sol Naciente, las tarifas resultaron una excelente relación precio-calidad. Asimismo, la comida estuvo de primera calidad. Asimismo, el servicio fue normal.",hotel,positivo,4,positivo,neutral,no_mencionado,positivo
"En la Cantina Altiplano, las habitaciones estaban impecable. También, nos atendieron de forma pésimo. Por otro lado, la comida es sin nada especial.",restaurante,neutral,3,neutral,negativo,positivo,no_mencionado
"En el Restaurante Rincón Cochabambino, la comida estuvo increíble. También, la relación precio-calidad es promedio.",restaurante,positivo,4,positivo,no_mencionado,no_mencionado,neutral
"En el Restaurante La Paceña, el personal fue correcto. Asimismo, el desayuno fue muy grasosa.",restaurante,negativo,2,negativo,neutral,no_mencionado,no_mencionado
"En el Hostal Sol Naciente, las habitaciones estaban normal. Además, el personal fue muy demorado.",hotel,negativo,2,no_mencionado,negativo,neutral,no_mencionado
"En la Parrilla del Valle, el costo nos pareció justo. En cuanto al resto, el desayuno fue normal. Asimismo, la atención del staff fue muy cordial.",restaurante,positivo,4,neutral,positivo,no_mencionado,positivo
"En el Hotel Mirador del Valle, el personal fue normal. En cuanto al resto, los platillos fueron muy sabrosa. En cuanto al resto, los precios son promedio. Además, el aseo general fue adecuada.",hotel,neutral,4,positivo,neutral,neutral,neutral
"En el Restaurante La Paceña, el costo nos pareció muy caro. En cuanto al resto, nos atendieron de forma lento. Por otro lado, las habitaciones estaban deficiente. También, la comida es increíble.",restaurante,negativo,2,positivo,negativo,negativo,negativo
"En el Restaurante Sabor Andino, la comida es insípida. Asimismo, los precios son una excelente relación precio-calidad.",restaurante,neutral,3,negativo,no_mencionado,no_mencionado,positivo
"En el Hotel Illimani, los platillos fueron de primera calidad. Además, la limpieza del lugar es con mal olor.",hotel,neutral,3,positivo,no_mencionado,negativo,no_mencionado
"En el Hotel Mirador del Valle, las tarifas resultaron una excelente relación precio-calidad. Asimismo, la atención del staff fue rápido y amable. Por otro lado, el desayuno fue decepcionante.",hotel,positivo,4,negativo,positivo,no_mencionado,positivo
"En el Restaurante Fogón Criollo, el costo nos pareció no vale lo que cuesta. Por otro lado, la comida estuvo excelente.",restaurante,neutral,3,positivo,no_mencionado,no_mencionado,negativo
"En el Hotel Andino, el personal fue lento. Asimismo, el aseo general fue cuidada hasta el último detalle.",hotel,neutral,3,no_mencionado,negativo,positivo,no_mencionado
"En el Restaurante Sabor Andino, la relación precio-calidad es promedio. Por otro lado, los platillos fueron excelente.",restaurante,positivo,4,positivo,no_mencionado,no_mencionado,neutral
"En la Parrilla del Valle, la limpieza del lugar es impecable. Por otro lado, la relación precio-calidad es promedio. También, el servicio fue atento en todo momento. También, el desayuno fue muy grasosa.",restaurante,neutral,4,negativo,positivo,positivo,neutral
"En la Cantina Altiplano, las habitaciones estaban reluciente. Asimismo, la comida es increíble. En cuanto al resto, las tarifas resultaron razonable dentro del mercado. En cuanto al resto, nos atendieron de forma estándar.",restaurante,positivo,4,positivo,neutral,positivo,neutral
"En el Hostal Kantuta, todo se veía impoluto. En cuanto al resto, nos atendieron de forma lento. Por otro lado, el costo nos pareció similar al de la competencia. Asimismo, la comida estuvo aceptable.",hotel,neutral,3,neutral,negativo,positivo,neutral
"En el Café Illimani, la limpieza del lugar es normal. Asimismo, el personal fue rápido y amable.",restaurante,positivo,4,no_mencionado,positivo,neutral,no_mencionado
"En el Restaurante Fogón Criollo, las habitaciones estaban sucia. Por otro lado, el desayuno fue correcta.",restaurante,negativo,2,neutral,no_mencionado,negativo,no_mencionado
"En el Hotel Plaza Mayor, todo se veía reluciente. Además, los platillos fueron sin nada especial.",hotel,positivo,4,neutral,no_mencionado,positivo,no_mencionado
"En el Hotel Mirador del Valle, el servicio fue lento. También, la relación precio-calidad es muy caro. Además, los platillos fueron poco fresca. Asimismo, todo se veía sucia.",hotel,negativo,1,negativo,negativo,negativo,negativo
"En el Restaurante Rincón Cochabambino, la relación precio-calidad es razonable. También, el aseo general fue deficiente.",restaurante,neutral,3,no_mencionado,no_mencionado,negativo,positivo
"En el Restaurante Los Yungas, el aseo general fue descuidada. Además, el personal fue normal.",restaurante,negativo,2,no_mencionado,neutral,negativo,no_mencionado
"En el Café Illimani, el aseo general fue aceptable. También, el servicio fue normal.",restaurante,neutral,3,no_mencionado,neutral,neutral,no_mencionado
"En el Hotel Mirador del Valle, todo se veía adecuada. Además, el costo nos pareció promedio. Asimismo, el desayuno fue estándar. Además, la atención del staff fue normal.",hotel,neutral,3,neutral,neutral,neutral,neutral
"En el Café Illimani, la atención del staff fue profesional. En cuanto al resto, la comida estuvo aceptable. Por otro lado, todo se veía deficiente. Asimismo, los precios son muy accesible.",restaurante,neutral,4,neutral,positivo,negativo,positivo
"En el Hotel Real Audiencia, nos atendieron de forma deficiente. Asimismo, todo se veía con mal olor. También, el costo nos pareció similar al de la competencia. Por otro lado, la comida es correcta.",hotel,negativo,2,neutral,negativo,negativo,neutral
"En la Cantina Altiplano, el personal fue normal. También, la limpieza del lugar es impecable. Asimismo, la comida estuvo muy grasosa.",restaurante,neutral,3,negativo,neutral,positivo,no_mencionado
"En el Hostal Sol Naciente, el desayuno fue muy grasosa. Por otro lado, la relación precio-calidad es excesivo. Asimismo, el aseo general fue deficiente. También, el personal fue atento en todo momento.",hotel,negativo,2,negativo,positivo,negativo,negativo
"En el Hotel Real Audiencia, el costo nos pareció promedio. En cuanto al resto, el personal fue descortés. Por otro lado, el aseo general fue por debajo de lo esperado. Por otro lado, la comida estuvo correcta.",hotel,negativo,2,neutral,negativo,negativo,neutral
"En el Hostal Sol Naciente, nos atendieron de forma atento en todo momento. Asimismo, el desayuno fue normal. Por otro lado, la relación precio-calidad es similar al de la competencia. Por otro lado, el aseo general fue deficiente.",hotel,neutral,3,neutral,positivo,negativo,neutral
"En el Hostal Sol Naciente, el personal fue rápido y amable. Asimismo, el costo nos pareció una excelente relación precio-calidad. Además, el desayuno fue muy sabrosa.",hotel,positivo,5,positivo,positivo,no_mencionado,positivo
"En el Hotel Real Audiencia, nos atendieron de forma pésimo. Además, las habitaciones estaban adecuada. Por otro lado, los platillos fueron estándar.",hotel,negativo,2,neutral,negativo,neutral,no_mencionado
"En el Hotel Mirador del Valle, los precios son razonable dentro del mercado. Asimismo, la atención del staff fue correcto. También, la comida es aceptable. También, la limpieza del lugar es sucia.",hotel,neutral,2,neutral,neutral,negativo,neutral
"En el Restaurante La Paceña, la comida es aceptable. En cuanto al resto, el aseo general fue con mal olor.",restaurante,negativo,2,neutral,no_mencionado,negativo,no_mencionado
"En el Restaurante Sabor Andino, la comida es sin nada especial. Asimismo, el costo nos pareció promedio. Por otro lado, la atención del staff fue aceptable. En cuanto al resto, el aseo general fue por debajo de lo esperado.",restaurante,neutral,2,neutral,neutral,negativo,neutral
"En la Parrilla del Valle, los precios son razonable dentro del mercado. Además, todo se veía muy limpio. Además, nos atendieron de forma indiferente. En cuanto al resto, el desayuno fue increíble.",restaurante,neutral,4,positivo,negativo,positivo,neutral
"En el Hostal Kantuta, el desayuno fue excelente. Por otro lado, las habitaciones estaban normal. Asimismo, las tarifas resultaron no vale lo que cuesta.",hotel,neutral,3,positivo,no_mencionado,neutral,negativo
"En el Restaurante Rincón Cochabambino, la relación precio-calidad es razonable dentro del mercado. También, los platillos fueron recién preparada y sabrosa. También, el personal fue muy atento. En cuanto al resto, todo se veía descuidada.",restaurante,neutral,4,positivo,positivo,negativo,neutral
"En el Hotel Mirador del Valle, el aseo general fue sucia. Asimismo, las tarifas resultaron promedio. Por otro lado, los platillos fueron increíble. También, la atención del staff fue atento en todo momento.",hotel,neutral,4,positivo,positivo,negativo,neutral
"En el Hotel Illimani, el personal fue excelente. Asimismo, el costo nos pareció excesivo. Además, la comida estuvo excelente.",hotel,positivo,4,positivo,positivo,no_mencionado,negativo
"En el Restaurante Sabor Andino, las habitaciones estaban muy limpio. Por otro lado, el costo nos pareció similar al de la competencia. En cuanto al resto, la atención del staff fue correcto. En cuanto al resto, la comida es fría cuando debía estar caliente.",restaurante,neutral,3,negativo,neutral,positivo,neutral
"En la Parrilla del Valle, el personal fue muy cordial. Por otro lado, los platillos fueron de mala calidad. También, el costo nos pareció muy caro. Asimismo, la limpieza del lugar es normal.",restaurante,neutral,2,negativo,positivo,neutral,negativo
"En el Restaurante Rincón Cochabambino, las habitaciones estaban impecable. Además, el servicio fue normal. También, la relación precio-calidad es razonable.",restaurante,positivo,4,no_mencionado,neutral,positivo,positivo
"En el Restaurante Rincón Cochabambino, nos atendieron de forma normal. Asimismo, la limpieza del lugar es muy limpio.",restaurante,positivo,4,no_mencionado,neutral,positivo,no_mencionado
"En el Hotel Andino, la comida estuvo exquisita. Asimismo, el costo nos pareció sobrevalorado. Asimismo, el aseo general fue aceptable. Por otro lado, el servicio fue deficiente.",hotel,neutral,2,positivo,negativo,neutral,negativo
"En el Restaurante La Paceña, el aseo general fue por debajo de lo esperado. Asimismo, el servicio fue muy demorado. En cuanto al resto, el desayuno fue increíble. En cuanto al resto, el costo nos pareció razonable dentro del mercado.",restaurante,neutral,2,positivo,negativo,negativo,neutral
"En el Restaurante Fogón Criollo, la limpieza del lugar es por debajo de lo esperado. Asimismo, la relación precio-calidad es económico para lo que ofrece. En cuanto al resto, nos atendieron de forma correcto. Por otro lado, los platillos fueron insípida.",restaurante,neutral,2,negativo,neutral,negativo,positivo
"En la Parrilla del Valle, la comida es de mala calidad. Asimismo, las tarifas resultaron similar al de la competencia. Asimismo, nos atendieron de forma normal.",restaurante,negativo,2,negativo,neutral,no_mencionado,neutral
"En el Restaurante Sabor Andino, el aseo general fue sucia. Asimismo, la comida es exquisita. También, los precios son razonable. Además, nos atendieron de forma muy atento.",restaurante,positivo,4,positivo,positivo,negativo,positivo
"En el Hotel Plaza Mayor, la limpieza del lugar es muy limpio. Asimismo, la atención del staff fue excelente. Por otro lado, las tarifas resultaron muy caro. También, la comida estuvo estándar.",hotel,neutral,4,neutral,positivo,positivo,negativo
"En el Restaurante Los Yungas, las habitaciones estaban sucia. Además, el desayuno fue muy sabrosa.",restaurante,neutral,3,positivo,no_mencionado,negativo,no_mencionado
"En el Hostal Sol Naciente, los precios son muy accesible. Además, la limpieza del lugar es por debajo de lo esperado. Por otro lado, la atención del staff fue normal.",hotel,neutral,3,no_mencionado,neutral,negativo,positivo
"En el Hotel Los Pinos, el personal fue normal. También, el costo nos pareció justo.",hotel,positivo,4,no_mencionado,neutral,no_mencionado,positivo
"En la Parrilla del Valle, las tarifas resultaron excesivo. Además, las habitaciones estaban impoluto.",restaurante,neutral,3,no_mencionado,no_mencionado,positivo,negativo
"En el Restaurante Fogón Criollo, la comida estuvo muy sabrosa. Además, el personal fue indiferente.",restaurante,neutral,3,positivo,negativo,no_mencionado,no_mencionado
"En el Restaurante Sabor Andino, las habitaciones estaban reluciente. También, los platillos fueron fría cuando debía estar caliente. En cuanto al resto, los precios son razonable.",restaurante,positivo,4,negativo,no_mencionado,positivo,positivo
"En el Hotel Mirador del Valle, las tarifas resultaron promedio. Por otro lado, nos atendieron de forma pésimo.",hotel,negativo,2,no_mencionado,negativo,no_mencionado,neutral
"En el Hotel Illimani, la comida es de mala calidad. También, el aseo general fue impoluto. Además, nos atendieron de forma muy cordial.",hotel,positivo,4,negativo,positivo,positivo,no_mencionado
"En el Hotel Plaza Mayor, los precios son justo. También, el desayuno fue insípida. También, todo se veía por debajo de lo esperado.",hotel,negativo,2,negativo,no_mencionado,negativo,positivo
"En el Restaurante Sabor Andino, la comida estuvo recién preparada y sabrosa. También, el costo nos pareció muy accesible. También, el aseo general fue adecuada.",restaurante,positivo,4,positivo,no_mencionado,neutral,positivo
"En el Hostal Sol Naciente, la atención del staff fue estándar. Asimismo, los platillos fueron exquisita. Asimismo, la relación precio-calidad es excesivo. Por otro lado, las habitaciones estaban sucia.",hotel,neutral,2,positivo,neutral,negativo,negativo
"En el Hotel Los Pinos, la comida es exquisita. También, todo se veía reluciente.",hotel,positivo,5,positivo,no_mencionado,positivo,no_mencionado
"En el Hotel Illimani, las tarifas resultaron razonable. Por otro lado, todo se veía aceptable.",hotel,positivo,4,no_mencionado,no_mencionado,neutral,positivo
"En el Hostal Kantuta, nos atendieron de forma muy cordial. Por otro lado, las habitaciones estaban sucia. En cuanto al resto, los precios son no vale lo que cuesta.",hotel,negativo,2,no_mencionado,positivo,negativo,negativo
"En el Restaurante Fogón Criollo, la comida estuvo increíble. Por otro lado, la relación precio-calidad es razonable dentro del mercado.",restaurante,positivo,4,positivo,no_mencionado,no_mencionado,neutral
"En el Restaurante Los Yungas, la comida es aceptable. Por otro lado, la relación precio-calidad es razonable dentro del mercado. También, la limpieza del lugar es con mal olor. También, el servicio fue pésimo.",restaurante,negativo,2,neutral,negativo,negativo,neutral
"En el Hostal Sol Naciente, las tarifas resultaron justo. En cuanto al resto, la limpieza del lugar es reluciente. En cuanto al resto, el servicio fue muy demorado.",hotel,positivo,4,no_mencionado,negativo,positivo,positivo
"En el Restaurante Sabor Andino, la limpieza del lugar es sucia. En cuanto al resto, el servicio fue atento en todo momento.",restaurante,neutral,3,no_mencionado,positivo,negativo,no_mencionado
"En el Hostal Sol Naciente, el aseo general fue adecuada. Además, las tarifas resultaron muy caro.",hotel,negativo,2,no_mencionado,no_mencionado,neutral,negativo
"En el Hostal Sol Naciente, el costo nos pareció muy caro. Asimismo, la comida estuvo increíble. Asimismo, el aseo general fue normal.",hotel,neutral,3,positivo,no_mencionado,neutral,negativo
"En el Hotel Andino, el aseo general fue normal. Además, la relación precio-calidad es promedio. Por otro lado, el desayuno fue de primera calidad.",hotel,positivo,4,positivo,no_mencionado,neutral,neutral
"En el Hostal Sol Naciente, la comida estuvo muy grasosa. Además, las habitaciones estaban descuidada. Por otro lado, nos atendieron de forma estándar. Asimismo, la relación precio-calidad es muy caro.",hotel,negativo,2,negativo,neutral,negativo,negativo
"En el Restaurante Los Yungas, el aseo general fue adecuada. También, el personal fue indiferente. En cuanto al resto, la comida estuvo de mala calidad. También, las tarifas resultaron razonable dentro del mercado.",restaurante,negativo,2,negativo,negativo,neutral,neutral
"En el Hotel Los Pinos, el servicio fue indiferente. Además, el aseo general fue adecuada. Asimismo, las tarifas resultaron no vale lo que cuesta.",hotel,negativo,2,no_mencionado,negativo,neutral,negativo
"En el Hotel Los Pinos, todo se veía impecable. También, nos atendieron de forma estándar.",hotel,positivo,4,no_mencionado,neutral,positivo,no_mencionado
"En la Parrilla del Valle, las habitaciones estaban adecuada. También, el costo nos pareció una excelente relación precio-calidad. Asimismo, la comida estuvo aceptable. En cuanto al resto, nos atendieron de forma muy atento.",restaurante,positivo,4,neutral,positivo,neutral,positivo
"En el Hotel Plaza Mayor, el costo nos pareció muy accesible. Por otro lado, el personal fue aceptable.",hotel,positivo,4,no_mencionado,neutral,no_mencionado,positivo
"En el Hotel Los Pinos, la atención del staff fue atento en todo momento. Por otro lado, todo se veía descuidada. Asimismo, el costo nos pareció económico para lo que ofrece.",hotel,positivo,4,no_mencionado,positivo,negativo,positivo
"En el Restaurante Los Yungas, las tarifas resultaron no vale lo que cuesta. Asimismo, todo se veía deficiente. También, el personal fue estándar.",restaurante,negativo,2,no_mencionado,neutral,negativo,negativo
"En el Hostal Sol Naciente, los platillos fueron correcta. Por otro lado, el servicio fue normal. En cuanto al resto, la relación precio-calidad es razonable.",hotel,positivo,4,neutral,neutral,no_mencionado,positivo
"En el Restaurante Rincón Cochabambino, la atención del staff fue descortés. Asimismo, el aseo general fue impecable.",restaurante,neutral,3,no_mencionado,negativo,positivo,no_mencionado
"En la Parrilla del Valle, la comida es poco fresca. También, nos atendieron de forma estándar.",restaurante,negativo,2,negativo,neutral,no_mencionado,no_mencionado
"En el Restaurante Los Yungas, el desayuno fue poco fresca. Por otro lado, la atención del staff fue excelente.",restaurante,neutral,3,negativo,positivo,no_mencionado,no_mencionado
"En el Hotel Los Pinos, nos atendieron de forma excelente. Además, la limpieza del lugar es aceptable. Por otro lado, la comida es correcta.",hotel,positivo,4,neutral,positivo,neutral,no_mencionado
"En el Hotel Real Audiencia, el costo nos pareció muy accesible. También, el personal fue deficiente.",hotel,neutral,3,no_mencionado,negativo,no_mencionado,positivo
"En el Café Illimani, el costo nos pareció promedio. También, la comida es poco fresca. Además, la limpieza del lugar es descuidada. En cuanto al resto, la atención del staff fue correcto.",restaurante,negativo,2,negativo,neutral,negativo,neutral
"En el Café Illimani, la limpieza del lugar es descuidada. En cuanto al resto, el servicio fue descortés. Además, la comida es estándar.",restaurante,negativo,2,neutral,negativo,negativo,no_mencionado
"En el Hotel Mirador del Valle, el servicio fue estándar. En cuanto al resto, todo se veía adecuada.",hotel,neutral,3,no_mencionado,neutral,neutral,no_mencionado
"En el Hostal Kantuta, la relación precio-calidad es similar al de la competencia. Además, la atención del staff fue indiferente. En cuanto al resto, los platillos fueron de primera calidad.",hotel,neutral,3,positivo,negativo,no_mencionado,neutral
"En el Restaurante Los Yungas, la relación precio-calidad es similar al de la competencia. Por otro lado, el aseo general fue por debajo de lo esperado.",restaurante,negativo,2,no_mencionado,no_mencionado,negativo,neutral
"En el Hotel Los Pinos, las habitaciones estaban deficiente. Por otro lado, el costo nos pareció promedio. En cuanto al resto, la comida es aceptable. Asimismo, la atención del staff fue muy atento.",hotel,neutral,3,neutral,positivo,negativo,neutral
"En el Restaurante Los Yungas, las tarifas resultaron muy accesible. Asimismo, el servicio fue pésimo.",restaurante,neutral,3,no_mencionado,negativo,no_mencionado,positivo
"En el Hotel Mirador del Valle, las habitaciones estaban normal. En cuanto al resto, las tarifas resultaron no vale lo que cuesta. También, la atención del staff fue aceptable. También, la comida estuvo muy sabrosa.",hotel,neutral,3,positivo,neutral,neutral,negativo
"En el Restaurante Sabor Andino, nos atendieron de forma muy atento. También, la comida es muy sabrosa. En cuanto al resto, el costo nos pareció muy accesible.",restaurante,positivo,5,positivo,positivo,no_mencionado,positivo
"En el Hotel Illimani, los precios son razonable dentro del mercado. También, la atención del staff fue lento. Además, las habitaciones estaban por debajo de lo esperado.",hotel,negativo,2,no_mencionado,negativo,negativo,neutral
"En el Hotel Plaza Mayor, todo se veía por debajo de lo esperado. En cuanto al resto, el servicio fue muy atento. También, el desayuno fue fría cuando debía estar caliente. Por otro lado, el costo nos pareció razonable dentro del mercado.",hotel,neutral,2,negativo,positivo,negativo,neutral
"En el Restaurante Rincón Cochabambino, el costo nos pareció no vale lo que cuesta. Además, la limpieza del lugar es impecable. En cuanto al resto, los platillos fueron recién preparada y sabrosa. También, el personal fue muy atento.",restaurante,positivo,4,positivo,positivo,positivo,negativo
"En el Hostal Sol Naciente, todo se veía adecuada. En cuanto al resto, la atención del staff fue deficiente. También, las tarifas resultaron muy accesible. Por otro lado, el desayuno fue muy sabrosa.",hotel,neutral,4,positivo,negativo,neutral,positivo
"En el Hotel Los Pinos, la comida estuvo increíble. Por otro lado, el aseo general fue normal. Por otro lado, el costo nos pareció económico para lo que ofrece.",hotel,positivo,4,positivo,no_mencionado,neutral,positivo
"En el Hostal Kantuta, todo se veía cuidada hasta el último detalle. Además, los precios son similar al de la competencia. Asimismo, la atención del staff fue atento en todo momento. Además, los platillos fueron recién preparada y sabrosa.",hotel,positivo,4,positivo,positivo,positivo,neutral
"En el Hotel Real Audiencia, la limpieza del lugar es impecable. Asimismo, los precios son no vale lo que cuesta. En cuanto al resto, el personal fue rápido y amable. Asimismo, la comida es decepcionante.",hotel,neutral,3,negativo,positivo,positivo,negativo
"En el Café Illimani, el desayuno fue fría cuando debía estar caliente. Por otro lado, la relación precio-calidad es una excelente relación precio-calidad.",restaurante,neutral,3,negativo,no_mencionado,no_mencionado,positivo
"En la Parrilla del Valle, el personal fue correcto. Por otro lado, el aseo general fue deficiente. Asimismo, las tarifas resultaron justo.",restaurante,neutral,3,no_mencionado,neutral,negativo,positivo
"En el Hostal Kantuta, los platillos fueron normal. Además, la relación precio-calidad es una excelente relación precio-calidad. Además, el aseo general fue impecable. En cuanto al resto, nos atendieron de forma aceptable.",hotel,positivo,4,neutral,neutral,positivo,positivo
"En el Restaurante Rincón Cochabambino, la comida estuvo fría cuando debía estar caliente. Asimismo, el aseo general fue por debajo de lo esperado. Además, los precios son una excelente relación precio-calidad.",restaurante,negativo,2,negativo,no_mencionado,negativo,positivo
"En el Hotel Mirador del Valle, las habitaciones estaban aceptable. Asimismo, el desayuno fue correcta.",hotel,neutral,3,neutral,no_mencionado,neutral,no_mencionado
"En el Hotel Real Audiencia, todo se veía con mal olor. En cuanto al resto, el personal fue descortés. Asimismo, las tarifas resultaron una excelente relación precio-calidad.",hotel,negativo,2,no_mencionado,negativo,negativo,positivo
"En el Restaurante Fogón Criollo, la comida estuvo normal. Por otro lado, la atención del staff fue profesional. Por otro lado, las tarifas resultaron promedio.",restaurante,positivo,4,neutral,positivo,no_mencionado,neutral
"En el Hotel Andino, los platillos fueron de mala calidad. También, los precios son justo.",hotel,neutral,3,negativo,no_mencionado,no_mencionado,positivo
"En el Café Illimani, todo se veía aceptable. En cuanto al resto, la relación precio-calidad es similar al de la competencia.",restaurante,neutral,3,no_mencionado,no_mencionado,neutral,neutral
"En el Hotel Andino, el servicio fue correcto. Asimismo, la relación precio-calidad es similar al de la competencia. Además, el aseo general fue aceptable.",hotel,neutral,3,no_mencionado,neutral,neutral,neutral
"En el Restaurante Los Yungas, el costo nos pareció una excelente relación precio-calidad. En cuanto al resto, la atención del staff fue aceptable. También, todo se veía por debajo de lo esperado. En cuanto al resto, la comida estuvo insípida.",restaurante,neutral,2,negativo,neutral,negativo,positivo
"En el Restaurante Sabor Andino, la relación precio-calidad es justo. En cuanto al resto, la comida estuvo correcta. En cuanto al resto, todo se veía descuidada.",restaurante,neutral,3,neutral,no_mencionado,negativo,positivo
"En el Hotel Andino, todo se veía sucia. Asimismo, el personal fue estándar.",hotel,negativo,2,no_mencionado,neutral,negativo,no_mencionado
"En el Restaurante Rincón Cochabambino, los platillos fueron de primera calidad. Asimismo, las tarifas resultaron no vale lo que cuesta. También, el servicio fue lento.",restaurante,negativo,2,positivo,negativo,no_mencionado,negativo
"En la Parrilla del Valle, el personal fue deficiente. En cuanto al resto, los precios son no vale lo que cuesta. En cuanto al resto, los platillos fueron exquisita. Además, el aseo general fue adecuada.",restaurante,neutral,2,positivo,negativo,neutral,negativo
"En el Restaurante Rincón Cochabambino, el costo nos pareció más alto de lo que justifica la experiencia. Además, la comida es correcta. Asimismo, todo se veía impoluto.",restaurante,neutral,3,neutral,no_mencionado,positivo,negativo
"En el Hotel Real Audiencia, el personal fue atento en todo momento. Por otro lado, las habitaciones estaban normal. En cuanto al resto, los precios son promedio.",hotel,positivo,4,no_mencionado,positivo,neutral,neutral
"En la Parrilla del Valle, la relación precio-calidad es excesivo. También, nos atendieron de forma rápido y amable. También, los platillos fueron insípida.",restaurante,negativo,2,negativo,positivo,no_mencionado,negativo
"En el Hotel Andino, el desayuno fue de mala calidad. Además, la atención del staff fue correcto. También, la limpieza del lugar es por debajo de lo esperado. También, los precios son muy caro.",hotel,negativo,2,negativo,neutral,negativo,negativo
"En el Hotel Plaza Mayor, la comida es sin nada especial. Asimismo, las habitaciones estaban descuidada.",hotel,negativo,2,neutral,no_mencionado,negativo,no_mencionado
"En el Restaurante La Paceña, la limpieza del lugar es descuidada. En cuanto al resto, la comida estuvo estándar. En cuanto al resto, la relación precio-calidad es no vale lo que cuesta.",restaurante,negativo,2,neutral,no_mencionado,negativo,negativo
